loan_type,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,applicant_age,loan_amount_requested
1,1,42900,629,5200,0.1211999999999999,1,47,794000
0,1,54100,726,2500,0.0462,0,54,275000
4,2,70900,647,1800,0.0254,0,37,100000
1,4,23900,761,2800,0.1172,2,46,533000
3,5,71000,758,5200,0.0732,0,47,444000
2,5,10000,662,3700,0.37,0,25,163000
4,3,62200,710,1800,0.0289,1,47,330000
3,0,21500,742,2300,0.107,1,59,663000
0,5,29100,707,3500,0.1202999999999999,2,63,232000
4,5,54400,688,6300,0.1232,1,56,100000
1,3,66100,765,3400,0.0513999999999999,2,63,673000
0,5,62900,712,2300,0.0366,1,29,635000
1,5,32600,708,5700,0.1748,0,37,995000
1,2,56200,727,1300,0.0231,1,27,786000
1,1,22100,704,2000,0.0905,2,23,738000
4,3,10000,705,6300,0.99,0,49,295000
0,4,58300,660,3900,0.0669,0,51,651000
1,4,10000,664,400,0.04,2,28,966000
2,3,20500,717,5600,0.2732,2,24,580000
0,2,56500,618,3900,0.069,2,59,644000
1,5,10000,696,0,0.0,1,37,100000
3,5,39300,673,4300,0.1094,0,32,253000
1,0,80200,652,1200,0.015,1,24,238000
1,2,59700,725,3400,0.057,1,36,455000
2,1,60700,732,3700,0.061,0,46,220000
2,2,56800,727,1800,0.0317,1,62,174000
0,0,61700,760,5900,0.0956,1,61,995000
1,5,80100,648,6300,0.0886,1,62,217000
3,3,48100,702,0,0.0,1,27,308000
1,2,12500,690,200,0.016,2,59,100000
4,5,85600,738,4700,0.0549,1,43,227000
3,4,43800,637,3100,0.0708,1,48,262000
4,2,63400,642,0,0.0,0,23,561000
1,3,71500,694,3000,0.042,0,38,364000
0,2,53200,740,6300,0.1335,0,27,573000
0,4,14500,720,1400,0.0966,2,54,511000
0,5,41400,695,6000,0.1449,0,52,722000
3,3,61200,698,3900,0.0637,0,33,538000
1,2,62300,648,1100,0.0177,1,32,100000
1,3,57800,749,6300,0.1436,2,27,483000
3,0,91100,676,2700,0.0278,0,46,463000
0,4,55100,687,1900,0.0345,0,36,337000
2,4,77100,658,2400,0.0311,1,26,353000
0,2,53200,666,4500,0.0846,1,63,348000
2,4,19600,739,4800,0.2448999999999999,0,56,171000
0,5,89800,699,4600,0.0512,2,40,724000
0,5,40300,745,1000,0.0248,2,50,100000
2,2,91100,623,5300,0.0476999999999999,2,40,230000
4,0,47100,666,2400,0.051,0,29,522000
0,4,58300,740,2800,0.048,2,37,504000
3,0,50500,688,6000,0.1188,2,56,995000
4,2,47600,657,2600,0.0546,2,35,995000
4,5,17500,668,4600,0.2628999999999999,2,52,488000
0,3,32900,686,0,0.0,2,26,687000
1,0,70700,772,4200,0.0594,2,34,995000
2,5,30200,626,5700,0.1887,0,23,771000
4,4,33400,653,3000,0.0898,2,59,727000
4,5,29600,749,4600,0.1553999999999999,2,56,272000
4,5,68700,763,0,0.0,1,33,363000
1,5,65800,713,1200,0.0182,2,23,663000
2,2,70700,761,3600,0.0509,2,23,389000
4,3,31600,702,4700,0.1487,1,50,777000
3,0,48200,700,2100,0.0436,1,42,728000
0,2,52100,723,4300,0.0825,1,59,409000
2,1,10000,662,2100,0.21,1,42,347000
3,4,30400,656,5100,0.1678,2,55,170000
2,2,62300,732,2400,0.0385,2,32,676000
4,3,32300,693,5000,0.1548,0,39,257000
2,0,32100,726,3800,0.1184,2,23,485000
2,2,53400,718,4600,0.0861,0,63,674000
2,0,44100,686,4500,0.102,0,29,687000
3,5,91100,652,3200,0.0327,0,59,995000
4,5,20500,670,3700,0.1805,1,46,921000
0,4,43500,781,5300,0.1217999999999999,0,57,995000
3,0,35400,713,3300,0.0932,1,53,322000
0,1,73800,716,3000,0.0407,2,43,723000
2,4,80300,752,5400,0.0672,1,34,768000
4,1,46800,672,2000,0.0426999999999999,1,56,139000
4,2,69600,765,4100,0.0588999999999999,1,44,522000
4,1,57000,678,4500,0.0789,2,48,247000
3,3,79300,721,5100,0.0643,2,43,243000
0,0,44200,664,600,0.0136,2,62,797000
3,4,17300,666,6300,0.3931,0,41,139000
0,0,47800,725,3400,0.0711,0,37,782000
1,1,91100,758,5300,0.0498,0,25,995000
3,3,35600,704,1100,0.0308999999999999,2,24,328000
2,0,85600,744,6200,0.0724,2,36,597000
1,5,60900,713,0,0.0,1,58,208000
3,0,29600,693,3300,0.1115,1,39,100000
0,5,26000,695,4000,0.1538,2,39,100000
2,1,68700,713,3200,0.0466,2,43,395000
0,4,29500,740,2500,0.0847,2,46,274000
3,3,51400,722,6300,0.1459,0,50,445000
4,5,90200,696,3000,0.0333,1,23,415000
1,1,79600,617,3600,0.0452,1,52,713000
1,2,91100,739,5600,0.0602,0,60,520000
1,3,53100,646,2700,0.0508,1,63,596000
1,5,48200,748,2100,0.0436,1,32,811000
1,1,66800,658,1800,0.0269,1,57,175000
0,5,45400,621,3600,0.0793,0,46,556000
4,4,46900,735,4200,0.0896,2,42,995000
0,1,34800,714,0,0.0,2,47,627000
2,4,65500,729,5000,0.0762999999999999,2,46,100000
3,2,30100,666,3000,0.0997,2,52,528000
4,1,40000,709,1900,0.0475,0,63,301000
2,4,66800,641,3000,0.0449,0,27,362000
0,2,40500,781,4800,0.1185,0,53,750000
3,5,61800,741,2300,0.0372,1,42,477000
4,0,32000,689,3500,0.1094,0,52,995000
4,5,84500,759,3200,0.0379,0,62,819000
2,3,91100,617,200,0.0022,0,42,548000
2,3,62300,671,2200,0.0353,1,60,301000
4,2,42800,691,1900,0.0444,0,34,456000
2,4,35200,705,3500,0.0993999999999999,2,26,565000
1,4,48300,679,1500,0.0311,1,50,666000
3,5,53800,755,2500,0.0465,1,38,411000
3,3,43000,730,1100,0.0256,2,30,349000
4,1,23300,781,5700,0.2446,0,23,934000
1,4,57800,617,1400,0.0242,0,57,330000
1,4,34700,697,3900,0.1124,1,23,650000
3,4,64200,733,2600,0.0405,1,52,666000
3,1,43200,617,1600,0.037,0,40,967000
2,2,89000,675,3100,0.0348,0,26,621000
2,1,91100,781,3000,0.0254,1,62,105000
4,0,42100,657,6300,0.1828999999999999,2,29,479000
0,0,10000,670,4900,0.49,0,23,115000
1,1,47500,617,4300,0.0905,1,51,391000
3,4,47200,686,6200,0.1314,0,43,727000
1,2,10000,779,3800,0.38,0,49,539000
1,2,30600,621,5000,0.1634,0,32,658000
1,3,10000,664,3900,0.39,0,56,137000
2,5,76600,776,4300,0.0561,1,24,797000
0,5,72900,647,2200,0.0302,0,55,231000
0,5,63100,617,3200,0.0507,0,32,516000
0,0,22000,689,0,0.0,2,57,100000
1,1,20700,668,0,0.0,1,63,239000
0,3,76400,657,5300,0.0694,0,55,251000
3,4,35400,708,2700,0.0762999999999999,1,54,108000
3,2,47300,781,6300,0.1712,1,63,675000
0,2,91100,651,2100,0.0224,2,23,539000
4,1,51700,687,2800,0.0542,1,31,432000
3,0,56600,666,2300,0.0406,2,58,408000
3,0,73500,640,2400,0.0327,1,23,652000
0,1,45100,745,400,0.0089,0,48,667000
3,5,74000,728,2100,0.0283999999999999,0,53,456000
3,5,38000,743,6200,0.1632,2,52,100000
2,0,43900,751,1300,0.0296,1,63,555000
4,2,45600,687,2400,0.0526,1,23,385000
3,0,42900,735,5000,0.1166,1,49,713000
4,0,40300,723,4500,0.1117,1,42,106000
4,5,48700,781,6000,0.1232,0,23,861000
3,5,55400,671,0,0.0,0,45,422000
2,3,27900,700,1600,0.0573,1,44,817000
1,1,46900,722,3700,0.0789,2,41,454000
2,0,48000,659,2700,0.0562,0,56,327000
4,0,79900,721,3400,0.0426,1,59,840000
1,1,53300,694,800,0.015,1,36,211000
2,3,89800,686,2000,0.0223,2,27,952000
0,3,91100,771,2200,0.0236,1,33,817000
2,2,34000,721,600,0.0176,0,31,620000
3,3,33200,738,2200,0.0663,2,58,588000
2,2,42100,748,2300,0.0546,0,31,918000
3,4,37500,710,5000,0.1333,1,46,763000
3,1,67900,689,5500,0.081,2,53,735000
4,2,86300,669,3200,0.0371,0,28,406000
1,5,23800,638,2800,0.1176,1,31,581000
0,3,54800,697,1000,0.0182,1,48,821000
3,0,33700,721,1400,0.0415,0,55,995000
0,1,91100,665,6300,0.0508,2,62,813000
0,0,46500,767,300,0.0065,0,32,939000
4,3,10000,718,6300,0.64,2,23,219000
2,0,62800,652,5900,0.0939,1,57,409000
3,5,10000,639,4100,0.41,1,49,689000
0,4,55200,719,1600,0.0289999999999999,1,63,487000
0,2,35400,617,1700,0.048,2,45,561000
0,1,91100,617,300,0.0032,0,57,324000
1,4,54600,693,4200,0.0769,0,55,995000
4,5,88500,680,1900,0.0215,1,61,148000
3,4,39300,729,2300,0.0584999999999999,1,33,616000
2,3,75500,781,0,0.0,0,48,522000
2,3,53900,698,0,0.0,0,57,784000
3,2,62900,697,2800,0.0445,0,27,100000
4,5,83500,617,1000,0.012,0,50,528000
0,5,24400,699,700,0.0287,1,45,448000
2,2,77600,626,6300,0.0812,0,57,546000
1,0,54300,708,700,0.0129,2,53,719000
3,3,43400,715,2200,0.0507,0,37,774000
1,1,36300,656,2700,0.0744,0,55,240000
1,0,52400,684,900,0.0172,1,28,144000
2,3,50900,777,5900,0.1159,0,36,875000
2,3,48300,695,6300,0.1553,0,27,100000
3,4,11000,653,3500,0.3182,1,31,499000
3,3,10000,764,3200,0.32,2,50,414000
0,2,50000,701,5700,0.114,2,60,160000
2,4,77300,651,2000,0.0259,1,58,527000
2,4,48400,683,200,0.0040999999999999,2,27,582000
0,3,29700,702,5500,0.1852,0,59,151000
1,0,90300,668,2000,0.0220999999999999,1,40,100000
2,1,15800,670,700,0.0443,1,58,341000
0,4,66000,702,1900,0.0288,2,59,651000
2,4,46800,671,2600,0.0556,0,30,913000
2,5,57000,652,1000,0.0175,2,46,454000
1,3,60300,694,4300,0.0713,2,60,100000
4,2,90700,645,1600,0.0176,0,62,892000
1,3,80900,726,5200,0.0643,1,59,460000
0,2,37400,763,0,0.0,1,63,483000
4,1,50500,756,4400,0.0871,2,61,540000
3,2,42000,706,3700,0.0881,2,48,739000
4,5,29100,687,5300,0.1821,1,31,571000
0,2,27000,665,2800,0.1036999999999999,2,27,730000
3,0,45400,708,6300,0.1476,0,50,220000
4,1,91100,662,4400,0.0388,1,46,478000
0,4,82800,672,2000,0.0242,1,33,636000
1,4,85300,712,0,0.0,0,46,741000
1,2,59800,698,2700,0.0452,0,63,469000
3,2,33900,781,3000,0.0885,2,52,616000
4,4,43900,781,0,0.0,2,56,444000
1,0,40700,718,2200,0.0541,1,27,764000
1,5,10000,671,0,0.0,2,63,251000
0,4,62800,734,4000,0.0637,1,23,408000
2,1,19400,687,4200,0.2165,0,25,105000
0,2,19800,731,4900,0.2475,1,61,139000
3,3,24300,695,700,0.0288,0,37,196000
2,3,81600,713,6300,0.0771999999999999,0,38,922000
3,5,65000,689,3100,0.0476999999999999,2,51,100000
3,1,69200,775,1500,0.0217,0,23,734000
2,4,41200,668,1000,0.0243,2,36,100000
4,1,32900,769,3700,0.1125,2,31,684000
2,4,85500,710,2300,0.0269,1,42,973000
3,2,21600,697,1600,0.0741,1,27,515000
2,0,51200,781,6300,0.166,1,36,534000
0,3,47800,747,2300,0.0481,1,37,995000
3,3,42500,668,3100,0.0729,2,50,296000
2,2,63600,669,4600,0.0723,2,42,544000
2,1,29200,658,100,0.0034,0,26,505000
0,3,63800,753,0,0.0,2,36,844000
0,3,44700,690,1300,0.0291,1,30,100000
0,3,10500,659,0,0.0,2,41,557000
2,0,18000,664,2400,0.1333,1,50,224000
2,5,15800,763,3600,0.2278,0,46,526000
4,5,32900,756,2700,0.0821,0,62,454000
1,2,42900,714,4200,0.0978999999999999,1,63,443000
1,1,47600,781,4700,0.0987,0,63,995000
2,0,23900,620,2400,0.1003999999999999,0,41,373000
2,3,55700,617,6300,0.1221,2,30,176000
0,3,73700,697,6300,0.1261999999999999,1,23,201000
2,1,42400,625,3800,0.0896,0,55,748000
4,2,83900,676,1900,0.0226,2,51,120000
3,0,16800,673,3900,0.2321,1,63,506000
2,0,36500,691,1700,0.0466,0,23,698000
3,2,76100,755,6300,0.0986,1,32,325000
1,0,62400,719,5700,0.0913,0,53,100000
3,4,45400,699,2100,0.0463,2,26,995000
3,0,57900,632,6300,0.1088,2,56,122000
3,1,48100,738,1200,0.0249,0,43,298000
2,0,86900,712,1600,0.0184,2,56,753000
4,5,27900,671,1600,0.0573,1,50,309000
3,2,46500,650,5200,0.1118,0,29,393000
4,4,84300,686,1800,0.0214,1,61,700000
0,1,55600,689,4000,0.0719,2,38,728000
2,5,50900,718,6300,0.1336,1,32,281000
0,0,67300,731,2900,0.0431,1,38,995000
3,3,44600,685,1300,0.0291,0,58,995000
4,2,29800,619,100,0.0034,2,59,490000
0,3,36700,735,4900,0.1335,0,39,233000
3,0,46000,627,2000,0.0435,0,24,448000
3,0,19400,718,0,0.0,2,41,642000
0,0,53800,723,4300,0.0799,2,49,301000
1,2,41000,664,3100,0.0756,1,30,496000
0,5,66900,729,700,0.0105,0,51,981000
1,4,84400,687,4600,0.0545,1,36,811000
2,5,60700,688,3500,0.0576999999999999,2,51,768000
0,3,39800,711,2900,0.0729,0,40,301000
3,4,21100,671,1600,0.0758,1,30,729000
4,0,57500,617,6300,0.1374,2,48,324000
1,1,68100,622,3200,0.047,0,35,231000
3,0,52600,775,0,0.0,0,26,790000
0,4,71300,625,3400,0.0476999999999999,0,54,120000
0,4,36300,697,2800,0.0771,1,62,816000
3,4,80100,706,5000,0.0624,1,58,995000
4,3,33300,776,0,0.0,1,44,796000
0,2,86700,677,2100,0.0242,1,35,435000
4,3,64900,655,1700,0.0262,0,63,825000
2,3,37900,771,700,0.0185,2,24,705000
1,5,71400,670,3800,0.0532,0,30,809000
3,2,60100,781,3600,0.0599,0,54,229000
0,5,83800,689,3700,0.0441999999999999,2,24,397000
2,5,35900,634,800,0.0223,0,56,100000
2,4,25500,680,3100,0.1216,2,23,995000
2,0,16500,690,3500,0.2121,2,46,450000
1,3,63100,661,3900,0.0617999999999999,0,49,851000
4,2,48700,724,2100,0.0431,1,56,995000
0,3,47200,730,2000,0.0424,0,39,344000
3,1,69200,651,6300,0.091,1,47,655000
2,1,43900,781,3300,0.0751999999999999,2,26,529000
4,5,70200,752,3600,0.0513,0,51,100000
0,3,10000,657,2100,0.21,1,29,100000
3,5,17900,676,6300,0.5363,2,55,416000
3,1,50400,728,2400,0.0475999999999999,1,53,100000
0,1,54400,765,0,0.0,2,48,243000
2,4,58900,699,4300,0.073,2,62,420000
3,2,51800,709,2900,0.0559999999999999,1,39,628000
1,0,75900,692,5600,0.0738,2,23,291000
3,5,68500,693,3400,0.0496,1,34,837000
3,2,16000,691,5600,0.35,2,29,421000
2,2,66000,699,2300,0.0348,2,56,100000
1,5,27700,719,5400,0.1949,0,44,728000
2,5,91100,634,2000,0.0179,1,30,100000
3,0,58100,680,1900,0.0327,1,30,813000
2,2,39600,669,400,0.0101,2,33,280000
4,3,10000,654,800,0.08,2,42,539000
4,0,51000,696,4700,0.0922,2,63,262000
4,5,15400,720,4200,0.2727,2,56,995000
2,1,55600,765,800,0.0144,1,38,100000
3,3,60800,645,3000,0.0493,1,61,428000
4,2,44200,637,2200,0.0498,2,39,463000
3,5,46600,687,4000,0.0858,1,48,508000
4,5,10000,649,1000,0.1,0,62,324000
3,5,10000,781,1700,0.17,0,63,757000
1,0,37500,692,3000,0.08,1,63,429000
0,5,45300,781,4100,0.0905,0,28,859000
2,0,20300,644,3300,0.1626,1,40,597000
2,5,91100,679,4500,0.0441,1,37,350000
0,2,91100,691,1500,0.0163,1,43,629000
0,2,18900,779,5600,0.2963,2,60,817000
3,1,10000,756,2300,0.23,2,25,812000
4,3,50400,617,4300,0.0852999999999999,0,24,370000
4,4,67900,728,6300,0.1001,1,39,100000
2,4,69900,665,4100,0.0587,0,63,100000
4,1,91100,670,2800,0.0301,1,35,717000
3,4,44300,696,1300,0.0293,1,26,210000
4,0,35000,781,3900,0.1114,0,32,100000
1,2,15200,686,3700,0.2434,1,62,132000
4,5,58700,695,2900,0.0494,0,39,768000
3,2,10000,692,4300,0.43,2,57,743000
1,0,47000,693,4000,0.0851,1,52,856000
0,1,35600,744,3800,0.1067,1,25,698000
1,4,23900,731,1600,0.0669,1,46,518000
3,5,91100,707,3100,0.0323,0,29,498000
1,2,48400,776,3900,0.0806,0,38,664000
0,3,10000,638,3800,0.38,1,51,664000
2,3,49800,653,5600,0.1124,1,29,107000
0,2,67900,706,5000,0.0736,2,29,100000
1,4,45800,680,6300,0.1419,0,45,338000
4,2,91100,755,6300,0.079,1,55,111000
4,1,45300,646,1500,0.0331,1,53,200000
2,5,10000,682,6300,0.69,1,58,390000
3,0,40700,687,1700,0.0418,0,37,552000
0,1,20800,668,3800,0.1827,0,51,350000
4,0,38400,697,1100,0.0286,1,27,225000
1,5,61100,728,2200,0.036,2,56,565000
3,4,45300,669,4500,0.0993,2,45,461000
3,0,24600,719,6300,0.2927,1,48,135000
2,4,76900,707,0,0.0,2,51,274000
2,1,10000,617,3900,0.39,0,36,324000
4,0,82300,741,2800,0.034,1,32,100000
0,5,30200,693,6300,0.2219,0,23,100000
4,1,43900,681,300,0.0068,1,23,466000
3,4,21700,734,5400,0.2488,1,29,571000
2,3,26600,728,1500,0.0564,0,61,519000
4,3,47600,704,0,0.0,1,51,431000
4,0,10000,711,5200,0.52,0,36,790000
1,1,91100,781,1700,0.0185,0,48,168000
0,4,12900,657,3900,0.3023,1,36,925000
0,0,54500,660,3000,0.055,2,42,278000
3,4,47800,696,2800,0.0586,2,60,594000
2,1,64500,694,2000,0.031,1,51,441000
3,1,23400,674,4300,0.1838,1,30,995000
3,2,15200,655,1700,0.1118,1,62,677000
1,4,65600,687,4600,0.0701,1,23,394000
0,1,59800,739,4300,0.0719,0,59,214000
2,0,91100,686,4100,0.0384,0,36,254000
0,3,91100,692,4500,0.0417,2,63,442000
2,3,54400,660,700,0.0129,1,35,250000
4,0,50300,742,2800,0.0557,1,34,526000
1,5,37400,699,2200,0.0588,1,53,446000
2,3,18200,781,5200,0.2857,2,49,100000
1,2,25300,660,1600,0.0632,1,38,692000
0,4,84200,659,5200,0.0617999999999999,1,63,137000
2,3,91100,711,3800,0.0377,1,46,300000
4,3,34600,666,1200,0.0347,0,50,520000
4,1,55600,714,200,0.0036,0,34,353000
0,3,27200,742,3000,0.1103,0,23,484000
1,3,11900,728,0,0.0,0,59,241000
4,4,39900,684,3300,0.0827,2,23,995000
1,4,81100,719,0,0.0,2,25,694000
0,3,40800,666,3300,0.0809,1,24,791000
3,0,44500,617,2300,0.0516999999999999,2,49,100000
0,0,73800,621,6300,0.0949,0,38,462000
0,2,34400,781,5100,0.1483,0,39,627000
1,1,89200,685,4100,0.046,1,62,498000
3,2,44600,640,2700,0.0605,0,23,585000
0,5,85500,711,3500,0.0409,0,23,358000
2,3,35900,659,6300,0.2145,0,31,679000
2,0,62300,700,0,0.0,1,25,651000
2,5,24700,762,2000,0.081,1,39,492000
3,2,91100,720,2600,0.0233999999999999,2,40,663000
3,2,64000,720,1900,0.0297,1,41,100000
4,0,45900,617,2800,0.061,1,34,171000
1,3,11800,781,0,0.0,0,61,100000
0,2,41700,683,4900,0.1175,0,25,597000
4,0,53900,665,4100,0.0761,0,25,995000
3,4,53500,734,5600,0.1047,0,28,355000
2,5,38000,735,6300,0.1762999999999999,1,51,580000
4,1,81700,636,1800,0.022,0,63,159000
1,1,10000,635,2900,0.29,2,46,431000
4,0,46900,724,4600,0.0981,1,42,721000
3,4,41200,661,3400,0.0825,2,33,426000
2,3,11800,703,2400,0.2034,1,61,100000
3,2,50400,658,2400,0.0475999999999999,1,47,995000
4,5,36700,760,1900,0.0518,1,24,585000
4,3,32200,663,5500,0.1707999999999999,2,30,396000
3,2,33600,617,4900,0.1458,1,29,596000
2,3,81400,676,5800,0.0713,1,54,729000
1,2,61600,709,2500,0.0406,0,50,307000
4,1,10000,692,0,0.0,2,40,995000
2,0,38500,645,2200,0.0571,2,37,492000
4,0,27000,705,600,0.0222,1,38,784000
1,5,35600,676,1000,0.0281,0,28,664000
1,5,45900,697,0,0.0,1,59,193000
0,2,78100,689,1600,0.0204999999999999,0,32,229000
1,5,42500,760,3000,0.0706,1,34,581000
1,2,34400,699,700,0.0203,0,58,367000
1,0,45700,625,700,0.0153,0,33,442000
3,1,36800,663,5200,0.1413,1,37,305000
3,2,13900,621,1300,0.0935,1,31,301000
1,4,62700,662,2100,0.0335,0,38,831000
0,2,14200,718,1400,0.0986,2,26,847000
4,1,60300,781,5900,0.0978,1,50,801000
1,0,27200,669,1700,0.0625,0,43,352000
3,0,35400,693,2700,0.0762999999999999,1,59,469000
1,3,33300,739,2800,0.0841,2,54,669000
3,3,10000,752,5600,0.56,2,25,289000
0,4,91100,628,1700,0.0175,1,61,454000
2,4,52800,729,5300,0.1003999999999999,2,30,260000
3,3,10000,781,5700,0.57,1,37,272000
2,1,28600,674,700,0.0245,0,49,100000
1,3,91100,677,2100,0.0225,2,43,592000
1,0,71200,781,3600,0.0506,2,37,579000
4,3,60200,708,1400,0.0233,0,38,299000
0,1,10000,713,3900,0.39,2,38,888000
3,5,64800,650,4100,0.0633,1,34,443000
0,4,62200,713,3800,0.0611,0,32,547000
1,0,49200,690,4500,0.0915,1,54,749000
2,2,36800,649,4400,0.1196,1,25,552000
2,5,10000,732,2400,0.24,1,44,216000
1,2,46000,681,2300,0.05,0,49,539000
0,1,35400,659,4500,0.1271,2,31,553000
4,2,30600,629,3100,0.1013,1,48,595000
0,1,49800,781,900,0.0181,0,43,401000
1,2,10000,697,3600,0.36,0,63,524000
1,0,74600,690,5200,0.0697,2,51,100000
4,4,35100,754,1800,0.0513,1,30,549000
1,5,52400,653,3300,0.063,0,28,473000
0,0,64600,671,3800,0.0588,2,35,585000
0,5,71100,747,3700,0.052,0,58,513000
0,1,57700,637,3400,0.0588999999999999,0,25,725000
0,3,55600,663,6300,0.1259,2,60,375000
4,1,88400,781,3100,0.0351,2,39,267000
2,1,60000,729,4000,0.0667,2,32,388000
4,1,10000,727,2500,0.25,1,45,491000
1,3,70300,692,3900,0.0555,1,63,256000
3,0,67100,693,3900,0.0581,0,43,407000
0,1,88100,682,3400,0.0385999999999999,0,45,699000
1,4,60100,739,5200,0.0865,0,23,995000
3,2,39900,781,3300,0.0827,2,41,995000
4,4,61600,729,2800,0.0455,1,23,447000
3,5,57100,665,4200,0.0736,0,31,646000
2,0,62300,709,400,0.0064,2,54,438000
2,4,58500,781,200,0.0034,2,51,696000
3,2,48900,624,1700,0.0348,2,24,804000
0,1,44600,742,2100,0.0471,2,41,711000
4,2,83300,651,3100,0.0372,0,61,238000
1,4,37400,662,2100,0.0561,1,34,100000
4,2,81900,733,1300,0.0159,2,25,695000
3,0,64200,714,6300,0.1293,2,38,100000
3,3,33100,723,1000,0.0302,1,30,432000
0,0,10000,771,0,0.0,0,38,100000
2,3,10000,724,2700,0.27,1,49,100000
1,2,42000,729,1800,0.0429,1,33,353000
2,3,42000,661,2800,0.0667,0,36,777000
1,2,65200,636,4400,0.0675,2,54,867000
4,0,24800,763,1600,0.0645,1,39,691000
4,2,55900,723,300,0.0054,0,61,995000
4,1,88300,707,4900,0.0555,0,34,762000
0,0,54000,643,1200,0.0222,1,30,475000
1,5,38900,726,0,0.0,0,63,336000
1,5,73500,661,2700,0.0366999999999999,1,44,496000
2,3,17400,659,4600,0.2644,1,35,995000
2,2,53700,623,1300,0.0242,0,26,679000
2,2,10000,722,1100,0.11,1,23,817000
1,1,42800,672,0,0.0,2,26,100000
2,3,72200,644,0,0.0,0,62,965000
3,3,10000,709,5000,0.5,1,28,472000
2,3,91100,649,5300,0.0559999999999999,1,35,707000
4,5,46000,679,2800,0.0608999999999999,2,43,415000
3,0,47100,714,6300,0.155,2,29,939000
2,1,62400,707,1500,0.024,0,37,505000
1,5,91100,679,3500,0.0362,1,53,679000
2,1,36400,679,4000,0.1099,0,39,640000
1,2,65400,690,0,0.0,2,24,599000
1,3,59300,682,0,0.0,1,30,258000
0,2,48500,693,3400,0.0701,2,42,466000
0,1,34700,656,3900,0.1124,1,38,603000
0,5,63000,750,3800,0.0603,1,52,995000
1,1,46200,731,1800,0.039,2,49,596000
3,1,41000,677,2000,0.0487999999999999,2,42,570000
2,5,71800,688,5000,0.0696,1,62,115000
3,2,79500,627,3000,0.0377,1,27,524000
3,1,91100,630,2500,0.0227999999999999,0,52,623000
0,0,50200,663,0,0.0,1,30,309000
3,0,90300,781,1600,0.0177,0,40,770000
3,1,72900,650,6300,0.1303,2,60,632000
1,4,23900,760,0,0.0,1,32,577000
3,0,61700,650,4800,0.0778,0,63,820000
3,0,79100,685,600,0.0076,2,32,711000
0,5,38900,654,2400,0.0617,1,56,389000
4,5,39800,728,1900,0.0476999999999999,0,35,778000
1,4,12900,687,2500,0.1938,2,24,100000
4,1,55000,617,3600,0.0655,2,33,754000
0,4,44200,640,3800,0.086,0,29,995000
2,0,53600,753,4400,0.0821,0,48,936000
3,5,54000,695,6300,0.1369999999999999,1,48,100000
4,2,48000,690,6000,0.125,0,25,539000
0,4,91100,738,2800,0.0241,2,42,123000
2,2,59200,634,6200,0.1047,2,63,343000
3,3,42000,623,700,0.0167,0,23,692000
4,0,26400,781,2900,0.1098,1,31,708000
2,5,10000,732,1800,0.18,0,47,676000
0,2,10000,662,6300,0.84,1,48,628000
4,4,75700,667,5700,0.0753,2,30,400000
1,1,44800,710,400,0.0089,2,59,100000
3,5,64100,637,3200,0.0499,1,24,485000
1,2,56400,742,1800,0.0319,1,53,318000
4,0,38500,692,5100,0.1325,1,28,813000
2,1,52100,646,1400,0.0269,2,49,464000
3,5,28500,689,3200,0.1123,0,25,490000
2,3,43500,744,5200,0.1195,0,28,378000
0,4,31100,696,2800,0.09,1,25,100000
4,2,22900,781,400,0.0175,2,49,544000
2,2,10000,734,900,0.09,2,33,389000
2,2,50800,694,4600,0.0906,2,23,737000
3,2,40700,683,3700,0.0909,0,26,613000
1,1,42500,718,2800,0.0659,1,48,409000
1,1,51700,682,2600,0.0503,2,25,558000
2,4,47600,736,3700,0.0776999999999999,0,41,293000
1,3,37000,699,2600,0.0703,0,53,869000
3,3,62100,658,1600,0.0258,2,28,833000
4,0,41800,730,2000,0.0478,0,41,341000
3,1,83600,677,4200,0.0501999999999999,1,23,100000
1,0,47500,688,5700,0.12,0,44,995000
2,3,35300,617,2500,0.0708,0,44,479000
2,1,60000,658,4700,0.0783,0,32,663000
3,0,55200,631,1500,0.0272,0,37,685000
2,5,90900,672,3700,0.0407,2,39,804000
1,0,67800,755,1800,0.0265,1,62,736000
1,1,73000,718,4000,0.0548,1,60,753000
2,0,73400,684,6000,0.0817,2,49,979000
0,4,63500,662,1100,0.0173,1,47,697000
2,0,59900,617,4900,0.0818,1,31,235000
3,1,33000,665,2800,0.0848,1,46,467000
3,0,64900,694,4400,0.0678,1,42,995000
2,2,82100,655,2800,0.0341,0,24,534000
1,5,21800,707,6300,0.3807,1,54,558000
2,0,56600,702,3600,0.0636,2,57,485000
3,4,35600,663,2300,0.0646,2,58,701000
4,0,91100,676,300,0.0032,0,52,244000
4,5,59400,720,3800,0.064,2,29,100000
1,5,37800,636,3200,0.0847,2,42,831000
4,1,83200,706,1900,0.0227999999999999,1,50,687000
2,0,78300,741,3800,0.0484999999999999,0,43,615000
0,4,76900,768,0,0.0,2,37,100000
2,4,76200,617,5100,0.0669,0,24,204000
1,1,44700,708,2000,0.0447,1,40,494000
3,3,24600,672,5600,0.2276,2,40,632000
1,2,78700,733,4200,0.0533999999999999,0,38,572000
2,4,79800,730,1600,0.0200999999999999,1,48,811000
2,4,71300,654,800,0.0112,2,54,349000
0,0,91100,696,4200,0.0451,0,23,100000
